doi,pmid,title,paper_type,relevance_score_llm,biological_context,data_modalities_used,annotation_status,llm_query_date,llm_model,is_method_paper,is_method_comparison_paper,review_type,methodology_type,covered_analysis_steps,pipeline_package_name,main_goals,data_links_mentioned,code_availability.status,code_availability.link_in_abstract_or_title,is_spatial_omics,is_disease_specific_review,is_pipeline_paper,is_review_paper,curated_data_modalities_used,modalities_general,tissue,disease,animal
10.1186/s12935-025-03843-6,40514677,Development of a circadian-related prognostic signature highlights RBM17 as a stemness regulator in liver cancer.,application,relevant,Liver cancer,"['single-cell transcriptomics', 'bulk transcriptomics', 'spatial transcriptomics']",weak_llm_annotated,2025-06-26T02:48:30.686016,models/gemini-2.5-flash-lite-preview-06-17,False,False,N/A,N/A,"['Spatial Gene Expression Analysis', 'Clustering', 'Integration with other omics']",N/A,This study aims to elucidate the molecular underpinnings of how circadian dysregulation influences liver cancer progression. It develops a prognostic signature (Circadian Prognosis Scores - CPS) based on dysregulated liver circadian genes (LCGs) and identifies RBM17 as a key regulator promoting cancer stem cell phenotype and cisplatin resistance. The findings propose novel therapeutic targets for liver cancer.,[],Not mentioned,N/A,,,,,"['general_spatial_transcriptomics', 'general_transcriptomics']","['spatial_transcriptomics', 'transcriptomics']",Liver,Cancer (General),
10.1016/j.jshs.2025.101063,40499717,Prehabilitation during neoadjuvant chemotherapy results in an enhanced immune response in esophageal adenocarcinoma tumors: A randomized controlled trial.,application,relevant,Esophageal adenocarcinoma,"['formalin-fixed paraffin-embedded tumors', 'multispectral immunohistochemistry', 'NanoString spatial transcriptomics', 'peak oxygen uptake (V̇O₂peak)']",weak_llm_annotated,2025-06-26T02:48:48.530134,models/gemini-2.5-flash-lite-preview-06-17,False,False,N/A,N/A,"['Spatial Gene Expression Analysis', 'Spatial Domain Identification', 'Cell-Cell Interaction Analysis']",N/A,To determine whether prehabilitation exercise training during neoadjuvant chemotherapy (NAC) increases tumor-infiltrating lymphocytes (TILs) in patients with locally advanced esophageal cancer. The study aimed to assess the impact of prehabilitation on tumor-immune responses and correlate changes in fitness with these immune markers.,[],Not mentioned,N/A,,,,,"['irrelevant_terms', 'Immunohistochemistry(IHC)', 'general_spatial_transcriptomics']","['spatial_transcriptomics', 'irrelevant_terms', 'spatial_proteomics']",Gastrointestinal_other,Cancer (General),
10.1016/j.neuron.2025.05.014,40482637,Distinct molecular patterns in R6/2 HD mouse brain: Insights from spatiotemporal transcriptomics.,application,relevant,Huntington's disease (HD) R6/2 mouse brain,"['Visium', 'spatial transcriptomics', 'snRNA-seq']",weak_llm_annotated,2025-06-26T02:49:00.384388,models/gemini-2.5-flash-lite-preview-06-17,False,False,N/A,N/A,[],N/A,"To investigate distinct molecular patterns in the R6/2 HD mouse brain using spatiotemporal transcriptomics, integrating Visium and snRNA-seq. The study aimed to identify regional, temporal, and cell-type-specific regulatory pathways that contribute to Huntington's disease progression, observing synaptic dysfunction, early Tcf4 dysregulation, mitochondrial deficits, and neuropeptide Y signaling changes.",[],Not mentioned,N/A,,,,,"['general_spatial_transcriptomics', 'Single-nucleus_RNA-seq(snRNA-seq)', '10x_Genomics_Visium']","['spatial_transcriptomics', 'transcriptomics']",Nervous System (Brain/CNS),,Rodent
10.1200/PO-24-00744,40479626,Neurodegeneration Promotes Tumorigenesis in Colorectal Cancer: Insights From Single-Cell and Spatial Multiomics.,application,relevant,Colorectal cancer,"['snRNA-seq', 'scRNA-seq', 'spatial transcriptomics', 'bulk transcriptomics', 'multiplex immunofluorescence']",weak_llm_annotated,2025-06-26T02:49:35.770869,models/gemini-2.5-flash-lite-preview-06-17,False,False,N/A,N/A,"['Cell-cell communication analysis', 'Trajectory analysis', 'Spatial dependencies analysis', 'Cell neighborhood network analysis', 'Prognostic modeling']",N/A,To investigate the role of neurodegeneration in colorectal cancer (CRC) progression. The study aims to understand the mechanisms by which neurodegeneration disrupts ENS function and facilitates tumor growth using multiomics data. The findings highlight the potential of targeting neurodegeneration in CRC treatment.,[],Not mentioned,N/A,,,,,"['general_spatial_transcriptomics', 'general_transcriptomics', 'Single-cell_RNA-seq(scRNA-seq)', 'Single-nucleus_RNA-seq(snRNA-seq)', 'Immunofluorescence(IF)']","['spatial_transcriptomics', 'transcriptomics', 'spatial_proteomics']",Gastrointestinal_colorectal,Cancer (General),
10.1016/j.celrep.2025.115795,40478731,Widespread and cell-type-specific transcriptomic reorganization following mild traumatic brain injury.,application,relevant,Mild traumatic brain injury in mice,"['spatial transcriptomics', 'mouse brain']",weak_llm_annotated,2025-06-26T02:49:47.692884,models/gemini-2.5-flash-lite-preview-06-17,False,False,N/A,N/A,[],N/A,"This study aims to understand how mild traumatic brain injury (TBI) alters the brain by employing spatial transcriptomics in a murine closed-head impact model. It identifies generalizable TBI signatures and specific regional and cell-type dysregulations, highlighting the complexity of TBI at a molecular level.",[],Not mentioned,N/A,,,,,"['general_spatial_transcriptomics', 'irrelevant_terms']","['spatial_transcriptomics', 'irrelevant_terms']",Nervous System (Brain/CNS),,Rodent
10.1101/2025.05.23.655666,40475598,A Multimodal Spatial and Epigenomic Atlas of Human Adult Lung Topography.,application,relevant,Healthy human adult lung topography,"['snRNA-seq', 'SNARE-seq2', 'spatial transcriptomics', 'MERFISH', 'multiplexed immunofluorescence']",weak_llm_annotated,2025-06-26T02:50:11.209161,models/gemini-2.5-flash-lite-preview-06-17,False,False,N/A,N/A,[],N/A,"To present an integrated multimodal single-nucleus human lung atlas (snHLA) profiling 746,047 nuclei from 49 mapped lung blocks. The atlas aims to resolve molecularly distinct populations and capture accessible chromatin regions to nominate new transcriptional regulators. It serves as a foundational resource for interrogating lung pathophysiology origins.",[],Not mentioned,N/A,,,,,"['general_spatial_transcriptomics', 'MERFISH', 'Single-nucleus_RNA-seq(snRNA-seq)', 'Immunofluorescence(IF)', 'other_methods']","['spatial_transcriptomics', 'other_methods', 'transcriptomics', 'spatial_proteomics']",Lung,Normal/Healthy,Human
10.1101/2025.05.19.654940,40475580,Spatial transcriptomics from pancreas and local draining lymph node tissue reveals a lymphotoxin-β signature in human type 1 diabetes.,application,relevant,"Human type 1 diabetes (T1D) pathogenesis, specifically in pancreatic tissue and associated lymph nodes.","['spatial transcriptomics', 'single-cell RNA sequencing', 'histology images']",weak_llm_annotated,2025-06-26T02:50:17.174540,models/gemini-2.5-flash-lite-preview-06-17,False,False,N/A,N/A,"['Spatial Gene Expression Analysis', 'Cell-Cell Interaction Analysis', 'Integration with other omics']",N/A,"This study used spatial transcriptomics to explore the inflammatory response in human type 1 diabetes (T1D) pancreata and draining lymph nodes. It aimed to identify transcriptional alterations across tissues and cellular scales, highlighting specific gene signatures like lymphotoxin-beta in the lymph node and inflammation-associated genes in the pancreas. The findings aim to inform future therapeutic interventions for T1D.",[],Not mentioned,N/A,,,,,"['general_spatial_transcriptomics', 'Histology_Images', 'Single-cell_RNA-seq(scRNA-seq)']","['spatial_transcriptomics', 'histology', 'transcriptomics']",Blood/Immune System,Metabolic Disorder,Human
10.1101/2025.05.16.654515,40475555,Oncogenic drivers shape the tumor microenvironment in human gliomas.,application,relevant,Gliomas (brain tumors),"['whole-genome sequencing', 'chromatin conformation capture (Hi-C)', 'RNA-seq', 'single-cell spatial transcriptomics (Xenium)', 'histology images']",weak_llm_annotated,2025-06-26T02:50:29.074487,models/gemini-2.5-flash-lite-preview-06-17,False,False,N/A,N/A,[],N/A,"To investigate how genomic alterations in gliomas influence the tumor microenvironment. The study aims to understand the impact of IDH mutations and EGFR amplification (ecDNA vs. linear gains) on tumor architecture and cellular composition, revealing subtype-specific cellular ecosystems.",[],Not mentioned,N/A,,,,,"['Histology_Images', 'general_transcriptomics', 'Xenium_In_Situ', 'other_methods']","['spatial_transcriptomics', 'histology', 'transcriptomics', 'other_methods']",Nervous System (Brain/CNS),Cancer (General),
10.1101/2025.05.23.654950,40475468,Site-Specific Immune and Stromal Architecture Drive Resistance to Trastuzumab Deruxtecan in HER2+ Metastatic Breast Cancer.,application,relevant,HER2+ metastatic breast cancer,"['spatial proteomics', 'multiplexed imaging']",weak_llm_annotated,2025-06-26T02:50:40.862894,models/gemini-2.5-flash-lite-preview-06-17,False,False,N/A,N/A,"['Spatial Gene Expression Analysis', 'Spatial Domain Identification']",N/A,"To investigate mechanisms of resistance to Trastuzumab deruxtecan (T-DXd) in HER2+ metastatic breast cancer by analyzing spatial proteomic profiles of metastatic lesions. The study aimed to identify differences in immune and stromal architecture between responders and non-responders, linking spatial immune exclusion and immune suppression to resistance.",[],Not mentioned,N/A,,,,,"['general_spatial_proteomics', 'irrelevant_terms']","['irrelevant_terms', 'spatial_proteomics']",Breast,Cancer (General),
10.1038/s41698-025-00967-w,40473882,Multi-omics analyses reveal interactions between GREM1+ fibroblasts and SPP1+ macrophages in gastric cancer.,application,relevant,Gastric cancer,"['bulk RNA-seq', 'single-cell RNA sequencing', 'spatial transcriptomics', 'multiplex immunohistochemistry staining']",weak_llm_annotated,2025-06-26T02:50:46.732982,models/gemini-2.5-flash-lite-preview-06-17,False,False,N/A,N/A,"['Cell-Cell Interaction Analysis', 'Spatial Gene Expression Analysis']",N/A,"This study integrates multi-omics data (bulk RNA-seq, scRNA-seq, spatial transcriptomics) to analyze the gastric cancer microenvironment. It identifies GREM1+ fibroblasts and SPP1+ macrophages as key interacting cell types involved in immunosuppression and tumor progression, suggesting them as potential therapeutic targets.",[],Not mentioned,N/A,,,,,"['general_spatial_transcriptomics', 'Immunohistochemistry(IHC)', 'Bulk_RNAseq', 'Single-cell_RNA-seq(scRNA-seq)']","['spatial_transcriptomics', 'spatial_proteomics', 'transcriptomics']",Gastrointestinal_other,Cancer (General),
10.1183/13993003.01699-2023,40473310,Multi-omic spatial profiling reveals the unique SARS-CoV-2 lung microenvironment and collagen VI as a predictive biomarker in severe COVID-19.,application,relevant,COVID-19 lung microenvironment,"['Quantseq Bulk RNA sequencing', 'Nanostring GeoMX spatial transcriptomics', 'RNAscope', 'multiplex immunofluorescence', 'immunohistochemistry', 'ELISA']",weak_llm_annotated,2025-06-26T02:50:52.715435,models/gemini-2.5-flash-lite-preview-06-17,False,False,N/A,N/A,"['Spatial Gene Expression Analysis', 'Spatial Domain Identification', 'Cell-Cell Interaction Analysis']",N/A,To understand the pathogenic role of microenvironmental interactions and the extracellular matrix in post-mortem COVID-19 lung using an integrative multi-omic approach. The study identified an immunosuppressive virus microenvironment and highlighted collagen VI as a potential predictive biomarker for severe COVID-19.,[],Not mentioned,N/A,,,,,"['RNAScope', 'Immunohistochemistry(IHC)', 'Bulk_RNAseq', 'Immunofluorescence(IF)', 'other_methods', 'GeoMx_Digital_Spatial_Profiling']","['spatial multiomics', 'transcriptomics', 'spatial_transcriptomics', 'other_methods', 'spatial_proteomics']",Lung,Infectious Disease,
10.1007/s12672-025-02843-2,40471478,Multi-omics exploration of CAV1<sup>+</sup> tumor epithelial subcelltype in oral squamous cell carcinoma and its impact on the immune microenvironment.,application,relevant,Oral squamous cell carcinoma (OSCC-GB) originating from gingiva and buccal mucosa,"['scRNA-seq', 'spatial transcriptomics']",weak_llm_annotated,2025-06-26T02:51:10.414575,models/gemini-2.5-flash-lite-preview-06-17,False,False,N/A,N/A,"['Spatial Gene Expression Analysis', 'Cell-Cell Interaction Analysis', 'Clustering']",N/A,"To reveal the characteristics of tumor epithelial cell subcelltypes and their roles in tumor progression in OSCC. The study focused on identifying specific transcription factors and analyzing their effects on cell status and function, as well as investigating interactions between a high malignancy subcelltype and immune cells.",[],Not mentioned,N/A,,,,,"['general_spatial_transcriptomics', 'Single-cell_RNA-seq(scRNA-seq)']","['spatial_transcriptomics', 'transcriptomics']",Oral/Pharyngeal/Head & Neck,Cancer (General),
10.1002/advs.202500216,40470730,Single-Cell and Spatial Transcriptomic Profiling of Penile Squamous Cell Carcinoma Reveals Dynamics of Tumor Differentiation and Immune Microenvironment.,application,relevant,Penile squamous cell carcinoma (PSCC),"['single-nucleus RNA sequencing', 'spatial transcriptomics', 'sequencing', 'histology images']",weak_llm_annotated,2025-06-26T02:51:16.463056,models/gemini-2.5-flash-lite-preview-06-17,False,False,N/A,N/A,"['Spatial Gene Expression Analysis', 'Trajectory Inference', 'Cell-Cell Interaction Analysis']",N/A,"This study uses single-nucleus RNA sequencing and spatial transcriptomics to investigate the development trajectories and tumor microenvironment of penile squamous cell carcinoma (PSCC). It reveals PSCC cell differentiation dynamics, identifies a spatial subtype with stemness and invasiveness features, and characterizes the immune landscape, particularly in HPV-positive tumors. The findings suggest therapeutic targets like laminin-integrin interaction and immunotherapy for PSCC.",[],Not mentioned,N/A,,,,,"['general_spatial_transcriptomics', 'Histology_Images', 'Single-nucleus_RNA-seq(snRNA-seq)', 'other_methods']","['spatial_transcriptomics', 'histology', 'transcriptomics', 'other_methods']",Skin,Cancer (General),
