doi,pmid,title,paper_type,relevance_score_llm,biological_context,data_modalities_used,annotation_status,llm_query_date,llm_model,is_method_paper,is_method_comparison_paper,review_type,methodology_type,covered_analysis_steps,pipeline_package_name,main_goals,data_links_mentioned,code_availability.status,code_availability.link_in_abstract_or_title,is_spatial_omics,is_disease_specific_review,is_pipeline_paper
10.1186/s12915-021-01043-y,33975602,MATISSE: a method for improved single cell segmentation in imaging mass cytometry.,method,highly_relevant,"Tissue complexity, development, and physiology; pathologies including autoimmunity and cancer, specifically in colorectal tissue and dense cellular areas.","['Imaging Mass Cytometry (IMC)', 'Fluorescence Microscopy']",weak_llm_annotated,2025-06-26T02:05:12.791180,models/gemini-2.5-flash-preview-04-17,True,False,N/A,pipeline,['Cell Segmentation'],MATISSE,"To develop MATISSE, a method combining IMC and fluorescence microscopy for improved single-cell segmentation in tissue samples. The goal is to achieve better segmentation quality and quantity compared to IMC-only methods, particularly in densely packed cellular areas, enabling more accurate tissue microenvironment analysis.",[],Not mentioned,N/A,,,
10.1038/s41592-024-02415-2,39266749,FICTURE: scalable segmentation-free analysis of submicron-resolution spatial transcriptomics.,method,highly_relevant,"various challenging tissue types (vascular, fibrotic, muscular, lipid-laden)","['spatial transcriptomics', 'sequencing-based spatial transcriptomics', 'imaging-based spatial transcriptomics']",weak_llm_annotated,2025-06-26T02:05:23.901903,models/gemini-2.5-flash-preview-04-17,True,False,N/A,algorithm,"['Spatial Gene Expression Analysis', 'Spatial Domain Identification']",FICTURE,"Introduce FICTURE, a scalable, segmentation-free spatial factorization method for high-resolution spatial transcriptomics data. Demonstrate its efficiency and ability to analyze complex tissues where previous methods failed. Highlight its compatibility with both sequencing-based and imaging-based data.",[],Not mentioned,N/A,,,
10.1038/s41587-021-01094-0,34795433,Whole-cell segmentation of tissue images with human-level performance using large-scale data annotation and deep learning.,method,highly_relevant,"General tissue imaging, with application to human gestation","['tissue imaging', 'multiplexed imaging']",weak_llm_annotated,2025-06-26T02:05:34.572603,models/gemini-2.5-flash-preview-04-17,True,False,N/A,algorithm,['Cell Segmentation'],Mesmer,"Develop a large-scale dataset (TissueNet) and a deep-learning algorithm (Mesmer) for whole-cell segmentation in tissue images. Achieve human-level performance and generalize across diverse tissue types and platforms. Release data, code, and models as a community resource.",[],Other,N/A,,,
10.1038/s41592-021-01255-8,34711970,"SpaGCN: Integrating gene expression, spatial location and histology to identify spatial domains and spatially variable genes by graph convolutional network.",method,highly_relevant,"Diverse tissues including human brain (Dorsolateral Prefrontal Cortex, Visual Cortex), mouse brain, and pancreatic neoplasms","['spatial transcriptomics', 'gene expression', 'spatial location', 'histology images']",weak_llm_annotated,2025-06-26T02:05:48.679399,models/gemini-2.5-flash-preview-04-17,True,False,N/A,algorithm,"['Spatial Domain Identification', 'Spatial Gene Expression Analysis']",SpaGCN,"To develop SpaGCN, a graph convolutional network method for SRT data integrating gene expression, spatial location, and histology. The method aims to identify spatial domains and subsequently detect spatially variable genes through domain-guided differential expression analysis. The paper demonstrates its effectiveness and efficiency on multiple SRT datasets.",[],Not mentioned,N/A,,,
10.1038/s41587-024-02193-4,38565973,The covariance environment defines cellular niches for spatial inference.,method,highly_relevant,N/A,"['spatial transcriptomics', 'single-cell RNA sequencing']",weak_llm_annotated,2025-06-26T02:06:10.722647,models/gemini-2.5-flash-preview-04-17,True,False,N/A,algorithm,"['Cell-Cell Interaction Analysis', 'Integration with other omics', 'Spatial Gene Expression Analysis']",N/A,"Introduce COVET for representing spatial cellular niches based on gene covariance. Develop ENVI, a conditional variational autoencoder, to jointly embed spatial and single-cell RNA sequencing data. Use ENVI to impute gene expression across the spatial modality and project spatial information onto single-cell data.",[],Not mentioned,N/A,,,
10.1016/j.celrep.2019.08.077,31577949,Modeling Cell-Cell Interactions from Spatial Molecular Data with Spatial Variance Component Analysis.,method,highly_relevant,Breast cancer,"['spatial RNA', 'spatial protein', 'multiplexed imaging', 'IMC']",weak_llm_annotated,2025-06-26T02:06:20.680912,models/gemini-2.5-flash-preview-04-17,True,False,N/A,framework,"['Spatial Gene Expression Analysis', 'Cell-Cell Interaction Analysis']",SVCA,"Present Spatial Variance Component Analysis (SVCA), a computational framework for spatial molecular data. SVCA quantifies spatial variation and cell-cell interaction effects on gene expression. The paper demonstrates its application on breast cancer Imaging Mass Cytometry and imaging-derived RNA data.",[],Other,N/A,,,
10.1016/j.cell.2021.12.023,35063072,Transition to invasive breast cancer is associated with progressive changes in the structure and composition of tumor stroma.,application,relevant,Breast cancer progression (DCIS to IBC),"['MIBI', 'spatial proteomics', 'multiplexed imaging']",weak_llm_annotated,2025-06-26T02:06:30.329631,models/gemini-2.5-flash-preview-04-17,False,False,N/A,N/A,"['Cell Segmentation', 'Clustering', 'Morphometrics']",N/A,"To understand the changes in the tumor microenvironment (TME) accompanying the transition from DCIS to IBC using MIBI-TOF and machine learning. The study aimed to delineate TME states, identify features associated with progression, and investigate factors influencing IBC relapse.",[],Not mentioned,N/A,,,
10.1038/s41467-022-33182-3,36123336,Identification of spatially variable genes with graph cuts.,method,highly_relevant,N/A,"['spatial transcriptomics', 'single-cell gene expression with positional information']",weak_llm_annotated,2025-06-26T02:06:40.154306,models/gemini-2.5-flash-preview-04-17,True,False,N/A,algorithm,['Spatial Gene Expression Analysis'],scGCO,"To present scGCO, a novel method based on fast optimization of hidden Markov Random Fields with graph cuts, for identifying spatially variable genes. The paper aims to demonstrate scGCO's superior performance, accuracy, robustness, and scalability compared to existing methods.",[],Not mentioned,N/A,,,
10.1038/s41467-021-21246-9,33597522,Inference and analysis of cell-cell communication using CellChat.,method,relevant,Mouse and human skin,['scRNA-seq'],weak_llm_annotated,2025-06-26T02:06:51.627435,models/gemini-2.5-flash-preview-04-17,True,False,N/A,tool,"['Cell-Cell Interaction Analysis', 'Network Analysis', 'Pattern Recognition', 'Dimension Reduction']",CellChat,"Develop CellChat, a tool to quantitatively infer and analyze intercellular communication networks from scRNA-seq data. It predicts signaling inputs/outputs, coordinates, classifies pathways, and delineates conserved/context-specific pathways using network analysis and pattern recognition. The goal is to discover novel communications and build cell-cell communication atlases.",['http://www.cellchat.org/'],Other,http://www.cellchat.org/,,,
10.1038/s41587-021-01044-w,34650268,Cell segmentation in imaging-based spatial transcriptomics.,method,highly_relevant,N/A,"['in situ sequencing', 'multiplexed RNA fluorescent hybridization', 'MERFISH', 'immunostaining', 'spatial transcriptomics']",weak_llm_annotated,2025-06-26T02:07:03.218553,models/gemini-2.5-flash-preview-04-17,True,False,N/A,algorithm,['Cell Segmentation'],Baysor,"Introduce Baysor, a novel 2D/3D cell segmentation method for imaging-based spatial transcriptomics using transcriptional composition and morphology. Evaluate its performance against existing tools and demonstrate its broad applicability across different protocols.",[],Not mentioned,N/A,,,
10.1038/s41592-019-0631-4,31740815,Probabilistic cell typing enables fine mapping of closely related cell types in situ.,method,highly_relevant,Mouse brain,"['in situ sequencing', 'multiplexed imaging', 'single-cell RNA sequencing']",weak_llm_annotated,2025-06-26T02:07:16.779103,models/gemini-2.5-flash-preview-04-17,True,False,N/A,algorithm,"['Cell Typing', 'Spatial Gene Expression Analysis']",N/A,"Introduce pciSeq, a probabilistic cell typing method for in situ sequencing data. This method leverages scRNA-seq data to enable fine spatial mapping of closely related cell types. The method is applied to map inhibitory neurons in mouse hippocampal area CA1 and pyramidal cells in the neocortex.",[],Not mentioned,N/A,,,
10.1038/s41592-022-01728-4,36690742,Screening cell-cell communication in spatial transcriptomics via collective optimal transport.,method,highly_relevant,Human epidermal development,"['spatial transcriptomics', 'snRNA-seq', 'simulation data']",weak_llm_annotated,2025-06-26T02:07:26.790500,models/gemini-2.5-flash-preview-04-17,True,False,N/A,tool,['Cell-Cell Interaction Analysis'],COMMOT,"Present COMMOT, a collective optimal transport method to infer cell-cell communication in spatial transcriptomics, accounting for spatial distances and molecular competition. Introduce downstream tools for inferring spatial signaling directionality and gene regulation. Validate COMMOT on simulation and real spatial datasets.",[],Not mentioned,N/A,,,
10.1038/s41588-024-01664-3,38413725,BANKSY unifies cell typing and tissue domain segmentation for scalable spatial omics data analysis.,method,highly_relevant,Mouse brain,"['spatial omics', 'spatial RNA imaging', 'spatial RNA sequencing', 'spatial protein imaging']",weak_llm_annotated,2025-06-26T02:07:39.141434,models/gemini-2.5-flash-preview-04-17,True,False,N/A,framework,"['Clustering', 'Spatial Domain Identification', 'Batch Correction', 'Quality Control']",BANKSY,"Introduce BANKSY, a novel framework unifying cell typing and tissue domain segmentation in spatial omics data through spatial feature augmentation. Demonstrate improved performance on diverse data, reveal biological insights, and highlight its scalability, speed, and applicability for quality control and batch correction.",[],Not mentioned,N/A,,,
10.1186/s12859-022-04570-9,35042474,"CellSeg: a robust, pre-trained nucleus segmentation and pixel quantification software for highly multiplexed fluorescence images.",method,highly_relevant,Cancer tissues,"['multiplexed imaging', 'CODEX', 'fluorescence images']",weak_llm_annotated,2025-06-26T02:07:50.218623,models/gemini-2.5-flash-preview-04-17,True,False,N/A,pipeline,"['Cell Segmentation', 'Signal Quantification']",CellSeg,"Introduce CellSeg, an open-source, pre-trained software for nucleus segmentation and signal quantification in highly multiplexed fluorescence images. Demonstrate its robustness, performance compared to state-of-the-art methods, and accessibility for researchers with varying programming skills. Show its applicability in a CODEX pipeline for identifying cell populations.",[],Other,N/A,,,
10.1038/s41467-023-43120-6,38007580,Robust mapping of spatiotemporal trajectories and cell-cell interactions in healthy and diseased tissues.,method,highly_relevant,"Healthy and diseased tissues (neurodevelopment, brain injury, microglia activation, cancer progression)","['spatial transcriptomics', 'gene expression', 'tissue morphology', 'physical distance']",weak_llm_annotated,2025-06-26T02:08:11.928272,models/gemini-2.5-flash-preview-04-17,True,False,N/A,pipeline,"['Trajectory Inference', 'Cell-Cell Interaction Analysis', 'Denoising']",stLearn,"Developed three computational-statistical algorithms (PSTS, SCTP, stSME) integrated into the stLearn software. These algorithms integrate gene expression, physical distance, and tissue morphology from spatial transcriptomics data to model spatial trajectories, study cell-cell interactions, and correct for technical noise, enabling robust analysis of healthy and diseased tissues.",[],Not mentioned,N/A,,,
10.1016/j.compbiomed.2023.106576,36736097,Deep multimodal graph-based network for survival prediction from highly multiplexed images and patient variables.,method,highly_relevant,Breast cancer,"['IMC', 'multiplexed imaging', 'clinical data']",weak_llm_annotated,2025-06-26T02:08:22.282066,models/gemini-2.5-flash-preview-04-17,True,False,N/A,algorithm,"['Spatial Graph Analysis', 'Integration with other omics', 'Survival Analysis']",N/A,Develop a deep multimodal graph-based network (DMGN) for survival prediction using highly multiplexed images and patient variables. The method integrates spatial phenotype information from images with clinical data via graph-based and clinical embedding modules. Demonstrate improved performance on public breast cancer datasets.,[],Not mentioned,N/A,,,
